sbag - full ver: 0.42; Copyright (c) TZWorks LLC
	
	
"cmdline: <filelist> ... | sbag64.exe -pipe -base10 -pair_datetime -no_whitespace -csv -csv_separator |"

analyzing hive: f:\SANS408\Donald_Blake_Evidence\C-Drive\Extracts\SANS408\p1-sys\registry\usrclass\232681.Donald.UsrClass.dat
regdate [UTC]|mru|modify date [UTC]|access date [UTC]|create date [UTC]|type|bag|file size|inode|seq#|full path|source subkey/value name|extra metadata|bag registry dates related to this entry
10/22/2013 16:42:55.322|<-|09/23/2013 19:18:00|09/23/2013 19:18:00|09/23/2013 19:17:32|dir|254||232350|3|Desktop\{CLSID_MyComputer}\C:\Users\Donald\AppData\|Shell\BagMRU\1\1\0\0\3||10/22/2013 16:42:57.614; 10/22/2013 16:42:57.612; 10/22/2013 16:42:55.327
10/22/2013 16:42:55.327|<-|09/23/2013 19:47:22|09/23/2013 19:47:22|09/23/2013 19:17:32|dir|255||232353|3|Desktop\{CLSID_MyComputer}\C:\Users\Donald\AppData\Roaming\|Shell\BagMRU\1\1\0\0\3\0||10/22/2013 16:43:00.162; 10/22/2013 16:43:00.161; 10/22/2013 16:42:57.567
10/22/2013 16:42:57.566|<-|09/23/2013 20:41:52|09/23/2013 20:41:52|09/23/2013 19:17:32|dir|256||232356|3|Desktop\{CLSID_MyComputer}\C:\Users\Donald\AppData\Roaming\Microsoft\|Shell\BagMRU\1\1\0\0\3\0\0||10/22/2013 16:43:17.036; 10/22/2013 16:43:17.035; 10/22/2013 16:43:00.112
10/22/2013 16:43:16.988||10/13/2013 09:15:08|10/13/2013 09:15:08|08/12/2013 01:32:34|dir|148||130530|3|Desktop\{CLSID_MyComputer}\C:\Users\Donald\AppData\Roaming\Microsoft\Templates\|Shell\BagMRU\1\1\0\0\3\0\0\0||10/13/2013 09:58:25.512; 10/13/2013 09:58:25.510; 10/13/2013 09:58:23.540
10/22/2013 16:43:16.988|<-|10/13/2013 08:57:36|10/13/2013 08:57:36|09/23/2013 19:17:32|dir|257||232357|3|Desktop\{CLSID_MyComputer}\C:\Users\Donald\AppData\Roaming\Microsoft\Windows\|Shell\BagMRU\1\1\0\0\3\0\0\1||10/22/2013 16:43:19.660; 10/22/2013 16:43:19.659; 10/22/2013 16:43:16.989
10/22/2013 16:43:34.390|<-|10/22/2013 16:33:54|10/22/2013 16:33:54|08/10/2013 03:03:24|dir|258||26445|2|Desktop\{CLSID_MyComputer}\C:\Users\Donald\AppData\Roaming\Microsoft\Windows\Recent\|Shell\BagMRU\1\1\0\0\3\0\0\1\0|[1] @shell32.dll,-21797|10/22/2013 16:43:34.451; 10/22/2013 16:43:34.390
10/22/2013 16:42:55.322||08/12/2013 02:34:18|08/12/2013 02:34:18|08/10/2013 03:03:24|dir|205||4017|2|Desktop\{CLSID_MyComputer}\C:\Users\Donald\Documents\|Shell\BagMRU\1\1\0\0\1|[1] @shell32.dll,-21770|10/21/2013 19:35:39.892; 10/21/2013 18:39:52.330; 10/21/2013 18:39:44.896
10/21/2013 18:39:44.895||08/12/2013 03:39:46|08/12/2013 03:39:46|08/12/2013 03:39:46|dir|147||90500|14|Desktop\{CLSID_MyComputer}\C:\Users\Donald\Documents\Custom Office Templates\|Shell\BagMRU\1\1\0\0\1\1||10/13/2013 09:58:23.323; 10/13/2013 09:58:23.322; 10/13/2013 09:58:22.892
10/21/2013 18:39:44.895|<-|08/31/2013 03:54:34|08/31/2013 03:54:34|08/12/2013 03:38:14|dir|178||90428|6|Desktop\{CLSID_MyComputer}\C:\Users\Donald\Documents\OneNote Notebooks\|Shell\BagMRU\1\1\0\0\1\2||10/18/2013 00:23:17.576; 10/18/2013 00:23:17.574; 10/18/2013 00:23:10.195
10/21/2013 18:39:44.895||08/12/2013 02:34:18|08/12/2013 02:34:18|08/12/2013 02:34:18|dir|36||54683|69|Desktop\{CLSID_MyComputer}\C:\Users\Donald\Documents\Outlook Files\|Shell\BagMRU\1\1\0\0\1\0||09/23/2013 19:22:18.460
10/22/2013 16:42:55.322||08/31/2013 20:31:58|08/31/2013 20:31:58|08/10/2013 03:03:24|dir|56||4016|2|Desktop\{CLSID_MyComputer}\C:\Users\Donald\Downloads\|Shell\BagMRU\1\1\0\0\2|[1] @shell32.dll,-21798|10/20/2013 22:21:09.836; 10/13/2013 10:18:06.634; 09/23/2013 19:22:18.601
10/22/2013 16:42:55.322||08/01/2013 19:21:14|08/01/2013 19:21:14|08/08/2013 19:17:00|dir|217||48220|4|Desktop\{CLSID_MyComputer}\C:\Users\Donald\Dropbox\|Shell\BagMRU\1\1\0\0\5||08/01/2013 19:22:37.536; 08/01/2013 19:22:35.832
10/22/2013 16:42:55.322||10/07/2013 11:36:20|10/07/2013 11:36:20|10/07/2013 11:36:18|dir|||3976|17|Desktop\{CLSID_MyComputer}\C:\Users\Donald\SharePoint\|Shell\BagMRU\1\1\0\0\4||
10/21/2013 18:24:07.557|<-|10/07/2013 11:36:44|10/07/2013 11:36:44|10/07/2013 11:36:18|dir|201||15980|3|Desktop\{CLSID_MyComputer}\C:\Users\Donald\SharePoint\Donald Blake\|Shell\BagMRU\1\1\0\0\4\0||10/21/2013 18:27:44.181; 10/21/2013 18:27:44.179; 10/21/2013 18:27:44.178; 10/21/2013 18:24:07.566
10/22/2013 16:42:55.322||08/12/2013 01:11:04|08/12/2013 01:11:04|08/12/2013 01:02:20|dir|23||127384|2|Desktop\{CLSID_MyComputer}\C:\Users\Donald\SkyDrive\|Shell\BagMRU\1\1\0\0\0||09/23/2013 19:22:18.367
09/23/2013 19:22:18.132|<-|08/31/2013 03:54:32|08/31/2013 03:54:32|08/12/2013 01:11:04|dir|78||127282|3|Desktop\{CLSID_MyComputer}\C:\Users\Donald\SkyDrive\Documents\|Shell\BagMRU\1\1\0\0\0\0||09/23/2013 19:22:18.726
10/20/2013 22:21:09.148||09/23/2013 23:12:58|09/23/2013 23:12:58|09/23/2013 23:12:56|dir|95||278941|4|Desktop\{CLSID_MyComputer}\C:\Windows.old\|Shell\BagMRU\1\1\5||09/23/2013 19:51:09.587
10/20/2013 22:21:09.148||08/12/2013 03:07:06|08/12/2013 03:07:06|07/26/2012 05:38:00|dir|68||4069|1|Desktop\{CLSID_MyComputer}\C:\Windows\|Shell\BagMRU\1\1\4||09/23/2013 19:22:18.664
10/20/2013 22:14:08.249||09/03/2013 02:11:04|09/03/2013 02:11:04|10/09/2012 23:08:50|dir|69||5949|1|Desktop\{CLSID_MyComputer}\C:\Windows\Prefetch\|Shell\BagMRU\1\1\4\0||09/23/2013 19:22:18.679; 09/23/2013 19:22:18.664
09/23/2013 19:22:18.164|<-|08/10/2013 17:49:08|08/10/2013 17:49:08|10/09/2012 23:08:56|dir|70||5950|1|Desktop\{CLSID_MyComputer}\C:\Windows\Prefetch\ReadyBoot\|Shell\BagMRU\1\1\4\0\0||09/23/2013 19:22:18.679
10/20/2013 22:14:08.249|<-|10/17/2013 16:44:14|10/17/2013 16:44:14|08/22/2013 13:36:18|dir|169||202181|3|Desktop\{CLSID_MyComputer}\C:\Windows\System32\|Shell\BagMRU\1\1\4\1||10/20/2013 22:14:28.589; 10/17/2013 19:26:19.950; 10/17/2013 19:26:19.949
10/20/2013 22:16:27.658||09/23/2013 19:48:22|09/23/2013 19:48:22|08/22/2013 15:36:32|dir|193||202945|3|Desktop\{CLSID_MyComputer}\C:\Windows\System32\LogFiles\|Shell\BagMRU\1\1\4\1\0||10/20/2013 22:14:41.915; 10/20/2013 22:14:28.526
10/20/2013 22:14:41.868|<-|08/22/2013 15:36:32|08/22/2013 15:36:32|08/22/2013 15:36:32|dir|194||202950|3|Desktop\{CLSID_MyComputer}\C:\Windows\System32\LogFiles\Firewall\|Shell\BagMRU\1\1\4\1\0\0||10/20/2013 22:14:41.915; 10/20/2013 22:14:41.868
10/20/2013 22:16:27.658|<-|08/22/2013 15:36:32|08/22/2013 15:36:32|08/22/2013 15:36:32|dir|195||203338|3|Desktop\{CLSID_MyComputer}\C:\Windows\System32\winevt\|Shell\BagMRU\1\1\4\1\1||10/20/2013 22:16:28.925; 10/20/2013 22:16:27.658
10/20/2013 22:16:28.768|<-|10/20/2013 22:08:38|10/20/2013 22:08:38|08/22/2013 15:36:32|dir|196||203339|3|Desktop\{CLSID_MyComputer}\C:\Windows\System32\winevt\Logs\|Shell\BagMRU\1\1\4\1\1\0||10/20/2013 22:21:09.805; 10/20/2013 22:21:09.148; 10/20/2013 22:16:28.768
10/20/2013 22:14:08.249||10/19/2013 19:50:10|10/19/2013 19:50:10|08/22/2013 13:36:18|dir|192||203657|3|Desktop\{CLSID_MyComputer}\C:\Windows\Temp\|Shell\BagMRU\1\1\4\2||10/19/2013 20:08:31.960; 10/19/2013 20:08:18.915
10/22/2013 21:41:53.935|| | | |dir|9||||Desktop\{CLSID_MyComputer}\D:\|Shell\BagMRU\1\0||09/23/2013 19:22:18.804; 09/23/2013 19:22:18.789
09/23/2013 19:22:18.117||06/02/2013 03:52:42|06/02/2013 03:52:42|06/02/2013 03:52:42|dir|10||2133|18|Desktop\{CLSID_MyComputer}\D:\Application\|Shell\BagMRU\1\0\0||09/23/2013 19:22:18.273; 09/23/2013 19:22:18.257
09/23/2013 19:22:18.117|<-|06/02/2013 03:56:46|06/02/2013 03:56:46|06/02/2013 03:30:46|dir|11||38|1|Desktop\{CLSID_MyComputer}\D:\drivers\|Shell\BagMRU\1\0\1||09/23/2013 19:22:18.273
10/22/2013 21:41:53.935|| | | |dir|198||||Desktop\{CLSID_MyComputer}\Donald's Windows Phone\|Shell\BagMRU\1\12|[1] \\?\usb#vid_0421&pid_0661&mi_00#6&6d096df&0&0000#{6ac27878-a6fa-4155-ba85-f98f491d4f33}; [2] {CLSID_PortableDevices}|10/21/2013 17:38:21.728; 10/21/2013 17:38:21.725
10/21/2013 17:38:50.359|<-| | | |dir|199||||Desktop\{CLSID_MyComputer}\Donald's Windows Phone\Phone\|Shell\BagMRU\1\12\0|[1] SID-{10001,MTP Volume - 65537,31268536320}; [2] Generic hierarchical; [3] Serial# : MTP Volume - 65537; [4] FuncObjId : s10001|10/21/2013 17:38:50.364; 10/21/2013 17:38:50.360
10/21/2013 19:59:23.896|<-| | | |dir|234||||Desktop\{CLSID_MyComputer}\Donald's Windows Phone\Phone\Documents\|Shell\BagMRU\1\12\0\0|[1] {00010000-0514-0000-0000-000000000000}; [2] ObjId : o1; [3] FuncObjId : s10001|10/21/2013 20:08:30.312; 10/21/2013 19:59:23.896
10/21/2013 20:07:20.333|| | | |dir|238||||Desktop\{CLSID_MyComputer}\Donald's Windows Phone\Phone\Documents\Articles\|Shell\BagMRU\1\12\0\0\3|[1] {00040000-7EEC-0000-0000-000000000000}; [2] ObjId : o145; [3] FuncObjId : s10001|10/21/2013 19:59:59.344
10/21/2013 20:07:20.333|| | | |dir|237||||Desktop\{CLSID_MyComputer}\Donald's Windows Phone\Phone\Documents\Lean startup\|Shell\BagMRU\1\12\0\0\2|[1] {00030000-7EF9-0000-0000-000000000000}; [2] ObjId : o14C; [3] FuncObjId : s10001|10/21/2013 19:59:50.048
10/21/2013 20:07:20.333|| | | |dir|236||||Desktop\{CLSID_MyComputer}\Donald's Windows Phone\Phone\Documents\Templates\|Shell\BagMRU\1\12\0\0\1|[1] {00030000-7FDF-0000-0000-000000000000}; [2] ObjId : o152; [3] FuncObjId : s10001|10/21/2013 19:59:40.832
10/21/2013 20:07:20.333|<-| | | |dir|235||||Desktop\{CLSID_MyComputer}\Donald's Windows Phone\Phone\Documents\Workshop\|Shell\BagMRU\1\12\0\0\0|[1] {00080000-7EC5-0000-0000-000000000000}; [2] ObjId : o13F; [3] FuncObjId : s10001|10/21/2013 19:59:27.911
10/22/2013 21:41:53.935|<-| | | |dir|141||||Desktop\{CLSID_MyComputer}\E:\|Shell\BagMRU\1\10||10/17/2013 21:06:57.826; 10/17/2013 21:06:57.825; 10/17/2013 19:29:42.756; 10/13/2013 09:11:12.880
10/23/2013 03:09:17.069||10/17/2013 21:06:46|10/17/2013 04:00:00|10/17/2013 21:06:46|dir|177||255072||Desktop\{CLSID_MyComputer}\E:\BetterWidgets Business Plan\|Shell\BagMRU\1\10\4|0 seq# implies non-NTFS volume|10/17/2013 21:07:30.074; 10/17/2013 21:07:30.035; 10/17/2013 21:07:03.391; 10/17/2013 21:07:03.389
10/23/2013 03:09:17.069||09/02/2013 20:02:26|10/17/2013 04:00:00|10/17/2013 19:29:06|dir|175||66912||Desktop\{CLSID_MyComputer}\E:\From Donald's Windows Phone\|Shell\BagMRU\1\10\3|0 seq# implies non-NTFS volume|10/17/2013 19:29:45.465; 10/17/2013 19:29:45.464; 10/17/2013 19:29:44.152
10/17/2013 19:29:45.469|<-|10/12/2013 17:35:30|10/17/2013 04:00:00|10/17/2013 19:29:12|dir|176||4309184||Desktop\{CLSID_MyComputer}\E:\From Donald's Windows Phone\Saved pictures\|Shell\BagMRU\1\10\3\0|0 seq# implies non-NTFS volume|10/17/2013 19:29:52.797; 10/17/2013 19:29:52.757; 10/17/2013 19:29:45.469
10/23/2013 03:09:17.069|<-|10/23/2013 03:08:48|10/23/2013 03:08:48|10/23/2013 03:08:46|dir|265||37|1|Desktop\{CLSID_MyComputer}\E:\FTK Imager\|Shell\BagMRU\1\10\7||10/23/2013 03:09:17.225; 10/23/2013 03:09:17.069
10/23/2013 03:09:17.069||10/17/2013 19:29:14|10/17/2013 04:00:00|10/17/2013 19:29:14|dir|172||67040||Desktop\{CLSID_MyComputer}\E:\iCloud Photos\|Shell\BagMRU\1\10\1|0 seq# implies non-NTFS volume; [1] @iCloud Photos,0|10/17/2013 19:29:34.975; 10/17/2013 19:29:34.974; 10/17/2013 19:29:33.360
10/17/2013 19:29:40.224|<-|10/17/2013 19:07:52|10/17/2013 04:00:00|10/17/2013 19:29:14|dir|174||51650720||Desktop\{CLSID_MyComputer}\E:\iCloud Photos\My Photo Stream\|Shell\BagMRU\1\10\1\0|0 seq# implies non-NTFS volume|10/17/2013 19:29:41.603; 10/17/2013 19:29:41.602; 10/17/2013 19:29:40.224
10/23/2013 03:09:17.069||09/02/2013 19:43:22|10/17/2013 04:00:00|10/17/2013 19:28:50|dir|173||65888||Desktop\{CLSID_MyComputer}\E:\Mobile uploads\|Shell\BagMRU\1\10\2|0 seq# implies non-NTFS volume|10/17/2013 19:29:37.561; 10/17/2013 19:29:36.358
10/23/2013 03:09:17.069||10/21/2013 18:48:34|10/21/2013 04:00:00|10/21/2013 18:48:34|dir|208||255776||Desktop\{CLSID_MyComputer}\E:\Pictures\|Shell\BagMRU\1\10\5|0 seq# implies non-NTFS volume|10/21/2013 18:49:27.512; 10/21/2013 18:49:27.464; 10/21/2013 18:48:39.832
10/23/2013 03:09:17.069||09/02/2013 19:43:12|10/17/2013 04:00:00|10/17/2013 19:28:50|dir|171||65728||Desktop\{CLSID_MyComputer}\E:\Saved pictures\|Shell\BagMRU\1\10\0|0 seq# implies non-NTFS volume|10/17/2013 19:29:31.938; 10/17/2013 19:29:31.937; 10/17/2013 19:29:30.398
10/23/2013 03:09:17.069||07/30/2013 18:58:08|09/18/2013 04:00:00|07/30/2013 18:58:08|dir|264||249952||Desktop\{CLSID_MyComputer}\E:\TACTICAL Subject\|Shell\BagMRU\1\10\6|0 seq# implies non-NTFS volume|10/23/2013 02:53:04.495; 10/23/2013 02:53:04.480; 10/22/2013 21:42:25.634
10/22/2013 21:41:53.935|| | | |dir|206||||Desktop\{CLSID_MyComputer}\F:\|Shell\BagMRU\1\13||10/21/2013 20:16:35.192; 10/21/2013 20:16:32.566; 10/21/2013 18:46:16.933
10/21/2013 20:16:35.207|<-|10/21/2013 20:04:18|10/21/2013 04:00:00|10/21/2013 20:16:24|dir|252||253312||Desktop\{CLSID_MyComputer}\F:\Templates\|Shell\BagMRU\1\13\0|0 seq# implies non-NTFS volume|10/21/2013 20:16:42.976; 10/21/2013 20:16:42.945; 10/21/2013 20:16:35.207
10/22/2013 21:41:53.935|| | | |dir|161||||Desktop\{CLSID_MyComputer}\P:\|Shell\BagMRU\1\11||10/21/2013 19:40:43.279; 10/17/2013 19:18:56.535; 10/17/2013 19:17:33.424
10/17/2013 19:18:56.479||10/17/2013 16:52:58|10/17/2013 16:52:58|10/17/2013 16:52:54|dir|163||44116|9|Desktop\{CLSID_MyComputer}\P:\Articles\|Shell\BagMRU\1\11\1||10/17/2013 19:18:54.935
10/17/2013 19:18:56.479|<-|10/17/2013 16:53:56|10/17/2013 16:53:56|10/17/2013 16:53:52|dir|162||44735|17|Desktop\{CLSID_MyComputer}\P:\Templates\|Shell\BagMRU\1\11\0||10/17/2013 19:18:56.697; 10/17/2013 19:18:30.614; 10/17/2013 19:18:20.414
10/22/2013 21:41:53.935|| | | |dir|240||||Desktop\{CLSID_MyComputer}\uuid:2963ddf7-3f4d-4b8b-9187-44571e0cfded\|Shell\BagMRU\1\16|[1] {CLSID_MediaServers}|10/21/2013 20:01:48.455; 10/21/2013 20:01:48.450
10/22/2013 21:41:53.935|| | | |dir|239||||Desktop\{CLSID_MyComputer}\uuid:e55ee164-0817-4500-bb1b-d0491d043d3e\|Shell\BagMRU\1\15|[1] {CLSID_MediaServers}|10/21/2013 20:01:42.052; 10/21/2013 20:01:42.048
10/22/2013 21:41:53.935|| | | |dir|114||||Desktop\{CLSID_MyComputer}\Z:\|Shell\BagMRU\1\7||10/21/2013 20:02:38.716; 10/21/2013 20:01:54.983; 10/01/2013 18:45:49.785
10/01/2013 18:45:53.213|<-|10/01/2013 18:44:34|10/01/2013 18:44:34|10/01/2013 18:44:26|dir|115||53281|100|Desktop\{CLSID_MyComputer}\Z:\dblak_000\|Shell\BagMRU\1\7\0||10/17/2013 16:53:30.937; 10/01/2013 18:47:05.497; 10/01/2013 18:45:53.214
10/01/2013 18:46:04.590|<-|10/01/2013 18:44:34|10/01/2013 18:44:34|10/01/2013 18:44:28|dir|116||216954|2|Desktop\{CLSID_MyComputer}\Z:\dblak_000\Documents\|Shell\BagMRU\1\7\0\0|[1] @shell32.dll,-21770|10/01/2013 18:46:04.591; 10/01/2013 18:46:04.590
10/22/2013 21:41:53.935|| | | |dir|110||||Desktop\{CLSID_MyComputer}\{CLSID_Desktop}\|Shell\BagMRU\1\6|[1] Created [guess]: 09/23/2013 19:17:31.382 [UTC]; [2] Modified [guess]: 09/23/2013 19:47:32.957 [UTC]|10/01/2013 02:12:52.448; 10/01/2013 02:11:57.796; 10/01/2013 02:11:56.616
10/22/2013 21:41:53.935|| | | |dir|106||||Desktop\{CLSID_MyComputer}\{CLSID_Documents}\|Shell\BagMRU\1\4|[1] Created [guess]: 09/23/2013 19:17:31.367 [UTC]; [2] Modified [guess]: 09/23/2013 19:47:33.144 [UTC]|10/22/2013 16:39:32.763; 10/21/2013 18:39:17.563; 10/17/2013 19:23:32.780; 09/27/2013 02:57:39.019
08/01/2013 19:20:23.514||10/18/2013 00:23:22|10/18/2013 00:23:22|10/18/2013 00:23:22|dir|179||20068|9|Desktop\{CLSID_MyComputer}\{CLSID_Documents}\Fantasy Football\|Shell\BagMRU\1\4\1||10/18/2013 00:25:14.148; 10/18/2013 00:25:14.147; 10/18/2013 00:25:14.146; 10/18/2013 00:25:04.801
08/01/2013 19:20:23.514|<-|09/01/2013 16:42:58|09/01/2013 16:42:58|09/01/2013 16:42:58|dir|213||150417|18|Desktop\{CLSID_MyComputer}\{CLSID_Documents}\N\|Shell\BagMRU\1\4\3||08/01/2013 19:20:24.983; 08/01/2013 19:20:23.514
08/01/2013 19:20:23.514||09/23/2013 18:19:00|09/23/2013 18:19:00|09/23/2013 18:19:00|dir|183||194395|7|Desktop\{CLSID_MyComputer}\{CLSID_Documents}\Shared Documents\|Shell\BagMRU\1\4\2||10/18/2013 01:51:16.562; 10/18/2013 01:51:16.560; 10/18/2013 01:51:15.073
10/18/2013 01:51:16.569|<-|10/13/2013 08:44:36|10/13/2013 08:44:36|09/23/2013 18:19:00|dir|184||194396|8|Desktop\{CLSID_MyComputer}\{CLSID_Documents}\Shared Documents\Confidential Analysis Data\|Shell\BagMRU\1\4\2\0||10/18/2013 01:51:19.601; 10/18/2013 01:51:19.600; 10/18/2013 01:51:16.570
08/01/2013 19:20:23.514||09/23/2013 18:21:52|09/23/2013 18:21:52|08/31/2013 03:53:22|dir|107||125646|6|Desktop\{CLSID_MyComputer}\{CLSID_Documents}\VC Files\|Shell\BagMRU\1\4\0||09/27/2013 03:02:09.275; 09/27/2013 03:02:09.141; 09/27/2013 02:57:39.029
10/22/2013 21:41:53.935|| | | |dir|100||||Desktop\{CLSID_MyComputer}\{CLSID_Downloads}\|Shell\BagMRU\1\2|[1] Created [guess]: 08/10/2013 03:03:23.667 [UTC]; [2] Modified [guess]: 09/23/2013 19:47:33.082 [UTC]|09/23/2013 20:26:12.041; 09/23/2013 20:07:23.646; 09/23/2013 19:56:15.068; 08/08/2013 19:05:08.628
10/22/2013 16:29:47.147|<-|10/22/2013 16:29:48|10/22/2013 16:29:48|10/22/2013 16:29:48|dir|253||||Desktop\{CLSID_MyComputer}\{CLSID_Downloads}\SDelete\|Shell\BagMRU\1\2\0||10/22/2013 16:30:06.172; 10/22/2013 16:30:06.170; 10/22/2013 16:29:47.148
10/22/2013 21:41:53.935|| | | |dir|140||||Desktop\{CLSID_MyComputer}\{CLSID_iCloud Photos}\|Shell\BagMRU\1\9||10/18/2013 01:43:45.022; 10/13/2013 08:45:45.424
10/19/2013 20:00:10.382|| | | |dir|158||||Desktop\{CLSID_MyComputer}\{CLSID_iCloud Photos}\1AFCEC19-5972-4267-892F-EBCEF21A9412\|Shell\BagMRU\1\9\0||10/17/2013 19:14:10.231
10/19/2013 20:00:10.382|| | | |dir|159||||Desktop\{CLSID_MyComputer}\{CLSID_iCloud Photos}\5304F829-BD1A-4147-B3B4-466858BD7841\|Shell\BagMRU\1\9\1||10/18/2013 01:44:10.094; 10/17/2013 19:14:13.516
10/18/2013 01:39:53.921|<-| | | |dir|180||||Desktop\{CLSID_MyComputer}\{CLSID_iCloud Photos}\5304F829-BD1A-4147-B3B4-466858BD7841\a6660c8b-f1f8-4b82-8c76-4e4021b90aa8\|Shell\BagMRU\1\9\1\0||10/18/2013 01:39:53.922
10/19/2013 20:00:10.382|<-| | | |dir|189||||Desktop\{CLSID_MyComputer}\{CLSID_iCloud Photos}\a6660c8b-f1f8-4b82-8c76-4e4021b90aa8\|Shell\BagMRU\1\9\2||10/19/2013 20:00:10.382
10/22/2013 21:41:53.935|| | | |dir|108||||Desktop\{CLSID_MyComputer}\{CLSID_Music}\|Shell\BagMRU\1\5||10/13/2013 10:39:08.624; 09/29/2013 19:03:12.289; 09/29/2013 19:03:12.288
09/29/2013 19:03:12.291|<-|09/29/2013 19:02:36|09/29/2013 19:02:36|09/03/2013 02:16:58|dir|109||172133|3|Desktop\{CLSID_MyComputer}\{CLSID_Music}\iTunes\|Shell\BagMRU\1\5\0||09/29/2013 19:03:18.111; 09/29/2013 19:03:18.109; 09/29/2013 19:03:12.292
10/22/2013 21:41:53.935|| | | |dir|137||||Desktop\{CLSID_MyComputer}\{CLSID_Pictures}\|Shell\BagMRU\1\8||10/21/2013 17:40:15.771; 10/18/2013 02:04:50.036; 10/17/2013 19:29:13.100; 10/17/2013 19:29:13.099
10/21/2013 18:56:32.018||10/21/2013 17:39:54|10/21/2013 17:39:54|10/21/2013 17:39:10|dir|200||47092|3|Desktop\{CLSID_MyComputer}\{CLSID_Pictures}\2013-10-21\|Shell\BagMRU\1\8\4||10/21/2013 18:48:22.177; 10/21/2013 18:48:22.176; 10/21/2013 17:41:14.494; 10/21/2013 17:40:52.779
10/21/2013 18:56:32.018||09/21/2013 22:10:20|09/21/2013 22:10:20|09/03/2013 01:45:06|dir|165||171515|6|Desktop\{CLSID_MyComputer}\{CLSID_Pictures}\Camera Roll\|Shell\BagMRU\1\8\1||10/17/2013 19:25:59.134; 10/17/2013 19:25:59.133; 10/17/2013 19:25:57.981
10/21/2013 18:56:32.018||09/02/2013 20:02:26|09/02/2013 20:02:26|09/02/2013 20:02:26|dir|166||166746|15|Desktop\{CLSID_MyComputer}\{CLSID_Pictures}\From Donald's Windows Phone\|Shell\BagMRU\1\8\2||10/17/2013 19:26:02.125; 10/17/2013 19:26:02.124; 10/17/2013 19:25:59.138
10/17/2013 19:26:05.026|<-|10/12/2013 17:34:38|10/12/2013 17:34:38|09/02/2013 20:02:26|dir|168||166802|6|Desktop\{CLSID_MyComputer}\{CLSID_Pictures}\From Donald's Windows Phone\Camera roll\|Shell\BagMRU\1\8\2\1||10/17/2013 19:26:23.559; 10/17/2013 19:26:23.558; 10/17/2013 19:26:05.027
10/17/2013 19:26:05.026||10/12/2013 17:35:30|10/12/2013 17:35:30|09/02/2013 20:02:26|dir|167||166803|7|Desktop\{CLSID_MyComputer}\{CLSID_Pictures}\From Donald's Windows Phone\Saved pictures\|Shell\BagMRU\1\8\2\0||10/17/2013 19:26:04.142; 10/17/2013 19:26:04.140; 10/17/2013 19:26:02.133
10/21/2013 18:56:32.018|<-|09/20/2013 18:45:52|09/20/2013 18:45:52|09/18/2013 18:43:48|dir|138||171348|4|Desktop\{CLSID_MyComputer}\{CLSID_Pictures}\Funnies\|Shell\BagMRU\1\8\0||10/18/2013 02:04:51.362; 10/17/2013 12:22:33.503; 10/07/2013 11:38:00.105
10/21/2013 18:56:32.018||10/17/2013 19:05:50|10/17/2013 19:05:50|10/17/2013 19:05:50|dir|170||42711|7|Desktop\{CLSID_MyComputer}\{CLSID_Pictures}\iCloud Photos\|Shell\BagMRU\1\8\3||10/17/2013 19:26:33.092; 10/17/2013 19:26:33.091; 10/17/2013 19:26:23.566
10/22/2013 21:41:53.935|| | | |dir|207||||Desktop\{CLSID_MyComputer}\{CLSID_Videos}\|Shell\BagMRU\1\14|[1] Created [guess]: 08/10/2013 03:03:23.667 [UTC]; [2] Modified [guess]: 10/19/2013 19:53:18.013 [UTC]|10/21/2013 18:47:31.087; 10/21/2013 18:47:31.086; 10/21/2013 18:47:29.547
10/23/2013 03:09:17.069|| | | |dir|||||Desktop\{CLSID_Network}\|Shell\BagMRU\8||
09/23/2013 19:22:18.242|<-| | | |dir|88||||Desktop\{CLSID_Network}\DavWWWRoot\|Shell\BagMRU\8\1|[1] \\asgardventurecapital.sharepoint.com@SSL\DavWWWRoot; [2] Web Client Network; [3] https://asgardventurecapital.sharepoint.com|09/23/2013 19:22:18.789
09/23/2013 19:22:18.257||07/22/2013 05:01:20|07/22/2013 05:01:20|07/22/2013 05:01:20|dir|91||||Desktop\{CLSID_Network}\DavWWWRoot\m\|Shell\BagMRU\8\1\1||09/23/2013 19:22:18.804
09/23/2013 19:22:18.257|<-|09/21/2013 22:00:00|09/21/2013 22:00:00|07/22/2013 05:01:22|dir|89||||Desktop\{CLSID_Network}\DavWWWRoot\Shared Documents\|Shell\BagMRU\8\1\0||09/23/2013 19:22:18.789
09/23/2013 19:22:18.242|<-|09/21/2013 22:00:00|09/21/2013 22:00:00|09/21/2013 21:58:40|dir|92||||Desktop\{CLSID_Network}\DavWWWRoot\Shared Documents\Confidential Analysis Data\|Shell\BagMRU\8\1\0\0||09/23/2013 19:22:18.804
10/23/2013 03:09:17.069|| | | |dir|85||||Desktop\{CLSID_OtherUsers}\|Shell\BagMRU\9||10/18/2013 01:41:50.375; 09/23/2013 19:22:18.773
10/21/2013 19:52:12.186|| | | |dir|218||||Desktop\{CLSID_OtherUsers}\Donald Blake\|Shell\BagMRU\9\5|[1] Name : Donald Blake|10/21/2013 19:49:40.005
10/21/2013 19:52:12.186|<-| | | |dir|||||Desktop\{CLSID_OtherUsers}\Donald Blake\|Shell\BagMRU\9\1|[1] Name : Donald Blake|
